route_key	verb	path	controller	action	environment	owner	disposition
GET|/g/:key/memberships/:username|application|index	GET	/g/:key/memberships/:username	application	index	production	first_party_production	migrate
GET|/g/:key/memberships|application|index	GET	/g/:key/memberships	application	index	production	first_party_production	migrate
GET|/g/:key/previous_polls|application|index	GET	/g/:key/previous_polls	application	index	production	first_party_production	migrate
GET|/g/:key/settings|application|index	GET	/g/:key/settings	application	index	production	first_party_production	migrate
GET|/g/:key/tags(/:tag_name)|application|index	GET	/g/:key/tags(/:tag_name)	application	index	production	first_party_production	migrate
GET|/g/new|application|index	GET	/g/new	application	index	production	first_party_production	migrate
GET|/google/authorize|identities/google|create	GET	/google/authorize	identities/google	create	production	first_party_production	migrate
GET|/google/oauth|identities/google|oauth	GET	/google/oauth	identities/google	oauth	production	first_party_production	migrate
GET|/groups/:id|redirect|group	GET	/groups/:id	redirect	group	production	first_party_production	migrate
GET|/groups|application|index	GET	/groups	application	index	production	first_party_production	migrate
GET|/help/api2|help|api2	GET	/help/api2	help	api2	production	first_party_production	migrate
GET|/help/api3|help|api3	GET	/help/api3	help	api3	production	first_party_production	migrate
GET|/inbox|application|index	GET	/inbox	application	index	production	first_party_production	migrate
GET|/invitations/:token|memberships|show	GET	/invitations/:token	memberships	show	production	first_party_production	migrate
GET|/invitations/consume|memberships|consume	GET	/invitations/consume	memberships	consume	production	first_party_production	migrate
GET|/join/:model/:token|memberships|join	GET	/join/:model/:token	memberships	join	production	first_party_production	migrate
GET|/login_tokens/:token|login_tokens|show	GET	/login_tokens/:token	login_tokens	show	production	first_party_production	migrate
GET|/manifest|manifest|show	GET	/manifest	manifest	show	production	first_party_production	migrate
GET|/merge_users/confirm|merge_users|confirm	GET	/merge_users/confirm	merge_users	confirm	production	first_party_production	migrate
GET|/nextcloud/authorize|identities/nextcloud|create	GET	/nextcloud/authorize	identities/nextcloud	create	production	first_party_production	migrate
GET|/nextcloud/oauth|identities/nextcloud|oauth	GET	/nextcloud/oauth	identities/nextcloud	oauth	production	first_party_production	migrate
GET|/oauth/authorize|identities/oauth|create	GET	/oauth/authorize	identities/oauth	create	production	first_party_production	migrate
GET|/oauth/oauth|identities/oauth|oauth	GET	/oauth/oauth	identities/oauth	oauth	production	first_party_production	migrate
GET|/p/:key(/:slug)(/:sequence_id)|polls|show	GET	/p/:key(/:slug)(/:sequence_id)	polls	show	production	first_party_production	migrate
GET|/p/:key/export|polls|export	GET	/p/:key/export	polls	export	production	first_party_production	migrate
GET|/p/new(/:type)|application|index	GET	/p/new(/:type)	application	index	production	first_party_production	migrate
GET|/pie_chart|pie_chart|show	GET	/pie_chart	pie_chart	show	production	first_party_production	migrate
GET|/poll_templates/:id/edit|application|index	GET	/poll_templates/:id/edit	application	index	production	first_party_production	migrate
GET|/poll_templates/:id|application|index	GET	/poll_templates/:id	application	index	production	first_party_production	migrate
GET|/poll_templates/browse|application|index	GET	/poll_templates/browse	application	index	production	first_party_production	migrate
GET|/poll_templates/dump_i18n|poll_templates|dump_i18n	GET	/poll_templates/dump_i18n	poll_templates	dump_i18n	production	first_party_production	migrate
GET|/poll_templates/new|application|index	GET	/poll_templates/new	application	index	production	first_party_production	migrate
GET|/polls|application|index	GET	/polls	application	index	production	first_party_production	migrate
GET|/profile|application|index	GET	/profile	application	index	production	first_party_production	migrate
GET|/rails/action_mailbox/mandrill/inbound_emails|action_mailbox/ingresses/mandrill/inbound_emails|health_check	GET	/rails/action_mailbox/mandrill/inbound_emails	action_mailbox/ingresses/mandrill/inbound_emails	health_check	production	mounted_engine	review
GET|/rails/active_storage/blobs/:signed_id/*filename|active_storage/blobs/redirect|show	GET	/rails/active_storage/blobs/:signed_id/*filename	active_storage/blobs/redirect	show	production	mounted_engine	review
GET|/rails/active_storage/blobs/proxy/:signed_id/*filename|active_storage/blobs/proxy|show	GET	/rails/active_storage/blobs/proxy/:signed_id/*filename	active_storage/blobs/proxy	show	production	mounted_engine	review
GET|/rails/active_storage/blobs/redirect/:signed_id/*filename|active_storage/blobs/redirect|show	GET	/rails/active_storage/blobs/redirect/:signed_id/*filename	active_storage/blobs/redirect	show	production	mounted_engine	review
GET|/rails/active_storage/disk/:encoded_key/*filename|active_storage/disk|show	GET	/rails/active_storage/disk/:encoded_key/*filename	active_storage/disk	show	production	mounted_engine	review
GET|/rails/active_storage/representations/:signed_blob_id/:variation_key/*filename|active_storage/representations/redirect|show	GET	/rails/active_storage/representations/:signed_blob_id/:variation_key/*filename	active_storage/representations/redirect	show	production	mounted_engine	review
GET|/rails/active_storage/representations/proxy/:signed_blob_id/:variation_key/*filename|active_storage/representations/proxy|show	GET	/rails/active_storage/representations/proxy/:signed_blob_id/:variation_key/*filename	active_storage/representations/proxy	show	production	mounted_engine	review
GET|/rails/active_storage/representations/redirect/:signed_blob_id/:variation_key/*filename|active_storage/representations/redirect|show	GET	/rails/active_storage/representations/redirect/:signed_blob_id/:variation_key/*filename	active_storage/representations/redirect	show	production	mounted_engine	review
GET|/rails/conductor/action_mailbox/inbound_emails/:id|rails/conductor/action_mailbox/inbound_emails|show	GET	/rails/conductor/action_mailbox/inbound_emails/:id	rails/conductor/action_mailbox/inbound_emails	show	development	development_only	review
GET|/rails/conductor/action_mailbox/inbound_emails/new|rails/conductor/action_mailbox/inbound_emails|new	GET	/rails/conductor/action_mailbox/inbound_emails/new	rails/conductor/action_mailbox/inbound_emails	new	development	development_only	review
GET|/rails/conductor/action_mailbox/inbound_emails/sources/new|rails/conductor/action_mailbox/inbound_emails/sources|new	GET	/rails/conductor/action_mailbox/inbound_emails/sources/new	rails/conductor/action_mailbox/inbound_emails/sources	new	development	development_only	review
GET|/rails/conductor/action_mailbox/inbound_emails|rails/conductor/action_mailbox/inbound_emails|index	GET	/rails/conductor/action_mailbox/inbound_emails	rails/conductor/action_mailbox/inbound_emails	index	development	development_only	review
GET|/rails/info/notes|rails/info|notes	GET	/rails/info/notes	rails/info	notes	development	development_only	review
GET|/rails/info/properties|rails/info|properties	GET	/rails/info/properties	rails/info	properties	development	development_only	review
GET|/rails/info/routes|rails/info|routes	GET	/rails/info/routes	rails/info	routes	development	development_only	review
GET|/rails/info|rails/info|index	GET	/rails/info	rails/info	index	development	development_only	review
GET|/rails/mailers/*path|rails/mailers|preview	GET	/rails/mailers/*path	rails/mailers	preview	development	development_only	review
GET|/rails/mailers/download/*path|rails/mailers|download	GET	/rails/mailers/download/*path	rails/mailers	download	development	development_only	review
GET|/rails/mailers|rails/mailers|index	GET	/rails/mailers	rails/mailers	index	development	development_only	review
GET|/recede_historical_location|turbo/native/navigation|recede	GET	/recede_historical_location	turbo/native/navigation	recede	production	mounted_engine	review
GET|/refresh_historical_location|turbo/native/navigation|refresh	GET	/refresh_historical_location	turbo/native/navigation	refresh	production	mounted_engine	review
GET|/report|application|index	GET	/report	application	index	production	first_party_production	migrate
GET|/resume_historical_location|turbo/native/navigation|resume	GET	/resume_historical_location	turbo/native/navigation	resume	production	mounted_engine	review
GET|/robots|robots|show	GET	/robots	robots	show	production	first_party_production	migrate
GET|/saml/authorize|identities/saml|create	GET	/saml/authorize	identities/saml	create	production	first_party_production	migrate
GET|/saml/metadata|identities/saml|metadata	GET	/saml/metadata	identities/saml	metadata	production	first_party_production	migrate
GET|/saml/oauth|identities/saml|oauth	GET	/saml/oauth	identities/saml	oauth	production	first_party_production	migrate
GET|/tasks|application|index	GET	/tasks	application	index	production	first_party_production	migrate
GET|/thread_templates/:id/edit|application|index	GET	/thread_templates/:id/edit	application	index	production	first_party_production	migrate
GET|/thread_templates/:id|application|index	GET	/thread_templates/:id	application	index	production	first_party_production	migrate
GET|/thread_templates/browse|application|index	GET	/thread_templates/browse	application	index	production	first_party_production	migrate
GET|/thread_templates/new|application|index	GET	/thread_templates/new	application	index	production	first_party_production	migrate
GET|/try|application|index	GET	/try	application	index	production	first_party_production	migrate
GET|/u/:username|users|show	GET	/u/:username	users	show	production	first_party_production	migrate
GET|/whats_new|help|whats_new	GET	/whats_new	help	whats_new	production	first_party_production	migrate
GET|/wp-login.php|application|ok	GET	/wp-login.php	application	ok	production	first_party_production	migrate
GET|/|rails/welcome|index	GET	/	rails/welcome	index	development	development_only	review
GET|/|root|index	GET	/	root	index	production	first_party_production	migrate
PATCH|/admin/demos/:id|admin/demos|update	PATCH	/admin/demos/:id	admin/demos	update	production	active_admin_generated	review
PATCH|/admin/forward_email_rules/:id|admin/forward_email_rules|update	PATCH	/admin/forward_email_rules/:id	admin/forward_email_rules	update	production	active_admin_generated	review
PATCH|/admin/groups/:id|admin/groups|update	PATCH	/admin/groups/:id	admin/groups	update	production	active_admin_generated	review
PATCH|/admin/subscriptions/:id|admin/subscriptions|update	PATCH	/admin/subscriptions/:id	admin/subscriptions	update	production	active_admin_generated	review
PATCH|/admin/users/:id|admin/users|update	PATCH	/admin/users/:id	admin/users	update	production	active_admin_generated	review
PATCH|/api/b2/comments/:id|api/b2/comments|update	PATCH	/api/b2/comments/:id	api/b2/comments	update	production	first_party_production	migrate
PATCH|/api/b2/discussions/:id|api/b2/discussions|update	PATCH	/api/b2/discussions/:id	api/b2/discussions	update	production	first_party_production	migrate
PATCH|/api/b2/polls/:id|api/b2/polls|update	PATCH	/api/b2/polls/:id	api/b2/polls	update	production	first_party_production	migrate
PATCH|/api/b3/users/:id|api/b3/users|update	PATCH	/api/b3/users/:id	api/b3/users	update	production	first_party_production	migrate
PATCH|/api/b3/users/identity/:identity_type/:uid|api/b3/users|update_by_identity	PATCH	/api/b3/users/identity/:identity_type/:uid	api/b3/users	update_by_identity	production	first_party_production	migrate
PATCH|/api/v1/bookmarks/:id|api/v1/bookmarks|update	PATCH	/api/v1/bookmarks/:id	api/v1/bookmarks	update	production	first_party_production	migrate
PATCH|/api/v1/chatbots/:id|api/v1/chatbots|update	PATCH	/api/v1/chatbots/:id	api/v1/chatbots	update	production	first_party_production	migrate
PATCH|/api/v1/comments/:id|api/v1/comments|update	PATCH	/api/v1/comments/:id	api/v1/comments	update	production	first_party_production	migrate
PATCH|/api/v1/discussion_templates/:id|api/v1/discussion_templates|update	PATCH	/api/v1/discussion_templates/:id	api/v1/discussion_templates	update	production	first_party_production	migrate
PATCH|/api/v1/discussions/:id|api/v1/discussions|update	PATCH	/api/v1/discussions/:id	api/v1/discussions	update	production	first_party_production	migrate
PATCH|/api/v1/events/:id/pin|api/v1/events|pin	PATCH	/api/v1/events/:id/pin	api/v1/events	pin	production	first_party_production	migrate
PATCH|/api/v1/events/:id/unpin|api/v1/events|unpin	PATCH	/api/v1/events/:id/unpin	api/v1/events	unpin	production	first_party_production	migrate
PATCH|/api/v1/groups/:id|api/v1/groups|update	PATCH	/api/v1/groups/:id	api/v1/groups	update	production	first_party_production	migrate
PATCH|/api/v1/memberships/:id/set_volume|api/v1/memberships|set_volume	PATCH	/api/v1/memberships/:id/set_volume	api/v1/memberships	set_volume	production	first_party_production	migrate
PATCH|/api/v1/memberships/:id|api/v1/memberships|update	PATCH	/api/v1/memberships/:id	api/v1/memberships	update	production	first_party_production	migrate
PATCH|/api/v1/outcomes/:id|api/v1/outcomes|update	PATCH	/api/v1/outcomes/:id	api/v1/outcomes	update	production	first_party_production	migrate
PATCH|/api/v1/outcomes|api/v1/outcomes|update	PATCH	/api/v1/outcomes	api/v1/outcomes	update	production	first_party_production	migrate
PATCH|/api/v1/poll_templates/:id|api/v1/poll_templates|update	PATCH	/api/v1/poll_templates/:id	api/v1/poll_templates	update	production	first_party_production	migrate
PATCH|/api/v1/polls/:id|api/v1/polls|update	PATCH	/api/v1/polls/:id	api/v1/polls	update	production	first_party_production	migrate
PATCH|/api/v1/reactions/:id|api/v1/reactions|update	PATCH	/api/v1/reactions/:id	api/v1/reactions	update	production	first_party_production	migrate
PATCH|/api/v1/stances/:id/redact|api/v1/stances|redact	PATCH	/api/v1/stances/:id/redact	api/v1/stances	redact	production	first_party_production	migrate
PATCH|/api/v1/stances/:id/uncast|api/v1/stances|uncast	PATCH	/api/v1/stances/:id/uncast	api/v1/stances	uncast	production	first_party_production	migrate
PATCH|/api/v1/stances/:id/unredact|api/v1/stances|unredact	PATCH	/api/v1/stances/:id/unredact	api/v1/stances	unredact	production	first_party_production	migrate
PATCH|/api/v1/stances/:id|api/v1/stances|update	PATCH	/api/v1/stances/:id	api/v1/stances	update	production	first_party_production	migrate
PATCH|/api/v1/tags/:id|api/v1/tags|update	PATCH	/api/v1/tags/:id	api/v1/tags	update	production	first_party_production	migrate
PATCH|/api/v1/topics/:id/dismiss|api/v1/topics|dismiss	PATCH	/api/v1/topics/:id/dismiss	api/v1/topics	dismiss	production	first_party_production	migrate
PATCH|/api/v1/topics/:id/lock|api/v1/topics|lock	PATCH	/api/v1/topics/:id/lock	api/v1/topics	lock	production	first_party_production	migrate
PATCH|/api/v1/topics/:id/mark_as_read|api/v1/topics|mark_as_read	PATCH	/api/v1/topics/:id/mark_as_read	api/v1/topics	mark_as_read	production	first_party_production	migrate
PATCH|/api/v1/topics/:id/mark_as_seen|api/v1/topics|mark_as_seen	PATCH	/api/v1/topics/:id/mark_as_seen	api/v1/topics	mark_as_seen	production	first_party_production	migrate
PATCH|/api/v1/topics/:id/move_comments|api/v1/topics|move_comments	PATCH	/api/v1/topics/:id/move_comments	api/v1/topics	move_comments	production	first_party_production	migrate
PATCH|/api/v1/topics/:id/move|api/v1/topics|move	PATCH	/api/v1/topics/:id/move	api/v1/topics	move	production	first_party_production	migrate
PATCH|/api/v1/topics/:id/pin|api/v1/topics|pin	PATCH	/api/v1/topics/:id/pin	api/v1/topics	pin	production	first_party_production	migrate
PATCH|/api/v1/topics/:id/recall|api/v1/topics|recall	PATCH	/api/v1/topics/:id/recall	api/v1/topics	recall	production	first_party_production	migrate
PATCH|/api/v1/topics/:id/set_volume|api/v1/topics|set_volume	PATCH	/api/v1/topics/:id/set_volume	api/v1/topics	set_volume	production	first_party_production	migrate
PATCH|/api/v1/topics/:id/tags|api/v1/topics|tags	PATCH	/api/v1/topics/:id/tags	api/v1/topics	tags	production	first_party_production	migrate
PATCH|/api/v1/topics/:id/unlock|api/v1/topics|unlock	PATCH	/api/v1/topics/:id/unlock	api/v1/topics	unlock	production	first_party_production	migrate
PATCH|/api/v1/topics/:id/unpin|api/v1/topics|unpin	PATCH	/api/v1/topics/:id/unpin	api/v1/topics	unpin	production	first_party_production	migrate
PATCH|/api/v1/topics/:id|api/v1/topics|update	PATCH	/api/v1/topics/:id	api/v1/topics	update	production	first_party_production	migrate
PATCH|/api/v1/webhooks/:id|api/v1/webhooks|update	PATCH	/api/v1/webhooks/:id	api/v1/webhooks	update	production	mounted_engine	review
POST|/admin/comments|admin/comments|create	POST	/admin/comments	admin/comments	create	production	active_admin_generated	review
POST|/admin/demos/batch_action|admin/demos|batch_action	POST	/admin/demos/batch_action	admin/demos	batch_action	production	active_admin_generated	review
POST|/admin/demos|admin/demos|create	POST	/admin/demos	admin/demos	create	production	active_admin_generated	review
POST|/admin/forward_email_rules/batch_action|admin/forward_email_rules|batch_action	POST	/admin/forward_email_rules/batch_action	admin/forward_email_rules	batch_action	production	active_admin_generated	review
POST|/admin/forward_email_rules|admin/forward_email_rules|create	POST	/admin/forward_email_rules	admin/forward_email_rules	create	production	active_admin_generated	review
POST|/admin/groups/:id/archive|admin/groups|archive	POST	/admin/groups/:id/archive	admin/groups	archive	production	active_admin_generated	review
POST|/admin/groups/:id/delete_group|admin/groups|delete_group	POST	/admin/groups/:id/delete_group	admin/groups	delete_group	production	active_admin_generated	review
POST|/admin/groups/:id/export_group|admin/groups|export_group	POST	/admin/groups/:id/export_group	admin/groups	export_group	production	active_admin_generated	review
POST|/admin/groups/:id/handle|admin/groups|handle	POST	/admin/groups/:id/handle	admin/groups	handle	production	active_admin_generated	review
POST|/admin/groups/:id/move|admin/groups|move	POST	/admin/groups/:id/move	admin/groups	move	production	active_admin_generated	review
POST|/admin/groups/:id/unarchive|admin/groups|unarchive	POST	/admin/groups/:id/unarchive	admin/groups	unarchive	production	active_admin_generated	review
POST|/admin/groups/add_admin|admin/groups|add_admin	POST	/admin/groups/add_admin	admin/groups	add_admin	production	active_admin_generated	review
POST|/admin/groups/batch_action|admin/groups|batch_action	POST	/admin/groups/batch_action	admin/groups	batch_action	production	active_admin_generated	review
POST|/admin/groups/import_json|admin/groups|import_json	POST	/admin/groups/import_json	admin/groups	import_json	production	active_admin_generated	review
POST|/admin/groups/remove_admin|admin/groups|remove_admin	POST	/admin/groups/remove_admin	admin/groups	remove_admin	production	active_admin_generated	review
POST|/admin/groups|admin/groups|create	POST	/admin/groups	admin/groups	create	production	active_admin_generated	review
POST|/admin/subscriptions/:id/refresh|admin/subscriptions|refresh	POST	/admin/subscriptions/:id/refresh	admin/subscriptions	refresh	production	active_admin_generated	review
POST|/admin/subscriptions/batch_action|admin/subscriptions|batch_action	POST	/admin/subscriptions/batch_action	admin/subscriptions	batch_action	production	active_admin_generated	review
POST|/admin/subscriptions|admin/subscriptions|create	POST	/admin/subscriptions	admin/subscriptions	create	production	active_admin_generated	review
POST|/admin/users/:id/delete_identity|admin/users|delete_identity	POST	/admin/users/:id/delete_identity	admin/users	delete_identity	production	active_admin_generated	review
POST|/admin/users/:id/merge|admin/users|merge	POST	/admin/users/:id/merge	admin/users	merge	production	active_admin_generated	review
POST|/admin/users/batch_action|admin/users|batch_action	POST	/admin/users/batch_action	admin/users	batch_action	production	active_admin_generated	review
POST|/api/b2/comments|api/b2/comments|create	POST	/api/b2/comments	api/b2/comments	create	production	first_party_production	migrate
POST|/api/b2/discussions|api/b2/discussions|create	POST	/api/b2/discussions	api/b2/discussions	create	production	first_party_production	migrate
POST|/api/b2/memberships|api/b2/memberships|create	POST	/api/b2/memberships	api/b2/memberships	create	production	first_party_production	migrate
POST|/api/b2/polls|api/b2/polls|create	POST	/api/b2/polls	api/b2/polls	create	production	first_party_production	migrate
POST|/api/b3/users/:id/deactivate|api/b3/users|deactivate	POST	/api/b3/users/:id/deactivate	api/b3/users	deactivate	production	first_party_production	migrate
POST|/api/b3/users/:id/reactivate|api/b3/users|reactivate	POST	/api/b3/users/:id/reactivate	api/b3/users	reactivate	production	first_party_production	migrate
POST|/api/b3/users/:id/redact|api/b3/users|redact	POST	/api/b3/users/:id/redact	api/b3/users	redact	production	first_party_production	migrate
POST|/api/b3/users/deactivate|api/b3/users|deactivate	POST	/api/b3/users/deactivate	api/b3/users	deactivate	production	first_party_production	migrate
POST|/api/b3/users/identity/:identity_type/:uid/deactivate|api/b3/users|deactivate_by_identity	POST	/api/b3/users/identity/:identity_type/:uid/deactivate	api/b3/users	deactivate_by_identity	production	first_party_production	migrate
POST|/api/b3/users/identity/:identity_type/:uid/reactivate|api/b3/users|reactivate_by_identity	POST	/api/b3/users/identity/:identity_type/:uid/reactivate	api/b3/users	reactivate_by_identity	production	first_party_production	migrate
POST|/api/b3/users/identity/:identity_type/:uid/redact|api/b3/users|redact_by_identity	POST	/api/b3/users/identity/:identity_type/:uid/redact	api/b3/users	redact_by_identity	production	first_party_production	migrate
POST|/api/b3/users/reactivate|api/b3/users|reactivate	POST	/api/b3/users/reactivate	api/b3/users	reactivate	production	first_party_production	migrate
POST|/api/hocuspocus|api/hocuspocus|create	POST	/api/hocuspocus	api/hocuspocus	create	production	first_party_production	migrate
POST|/api/v1/announcements|api/v1/announcements|create	POST	/api/v1/announcements	api/v1/announcements	create	production	first_party_production	migrate
POST|/api/v1/bookmarks|api/v1/bookmarks|create	POST	/api/v1/bookmarks	api/v1/bookmarks	create	production	first_party_production	migrate
POST|/api/v1/chatbots/check|api/v1/chatbots|check	POST	/api/v1/chatbots/check	api/v1/chatbots	check	production	first_party_production	migrate
POST|/api/v1/chatbots|api/v1/chatbots|create	POST	/api/v1/chatbots	api/v1/chatbots	create	production	first_party_production	migrate
POST|/api/v1/comments/:id/undiscard|api/v1/comments|undiscard	POST	/api/v1/comments/:id/undiscard	api/v1/comments	undiscard	production	first_party_production	migrate
POST|/api/v1/comments|api/v1/comments|create	POST	/api/v1/comments	api/v1/comments	create	production	first_party_production	migrate
POST|/api/v1/contact_messages|api/v1/contact_messages|create	POST	/api/v1/contact_messages	api/v1/contact_messages	create	production	first_party_production	migrate
POST|/api/v1/demos/clone|api/v1/demos|clone	POST	/api/v1/demos/clone	api/v1/demos	clone	production	first_party_production	migrate
POST|/api/v1/discussion_templates/discard|api/v1/discussion_templates|discard	POST	/api/v1/discussion_templates/discard	api/v1/discussion_templates	discard	production	first_party_production	migrate
POST|/api/v1/discussion_templates/positions|api/v1/discussion_templates|positions	POST	/api/v1/discussion_templates/positions	api/v1/discussion_templates	positions	production	first_party_production	migrate
POST|/api/v1/discussion_templates/undiscard|api/v1/discussion_templates|undiscard	POST	/api/v1/discussion_templates/undiscard	api/v1/discussion_templates	undiscard	production	first_party_production	migrate
POST|/api/v1/discussion_templates|api/v1/discussion_templates|create	POST	/api/v1/discussion_templates	api/v1/discussion_templates	create	production	first_party_production	migrate
POST|/api/v1/discussions|api/v1/discussions|create	POST	/api/v1/discussions	api/v1/discussions	create	production	first_party_production	migrate
POST|/api/v1/groups/:id/export_csv|api/v1/groups|export_csv	POST	/api/v1/groups/:id/export_csv	api/v1/groups	export_csv	production	first_party_production	migrate
POST|/api/v1/groups/:id/export|api/v1/groups|export	POST	/api/v1/groups/:id/export	api/v1/groups	export	production	first_party_production	migrate
POST|/api/v1/groups/:id/reset_token|api/v1/groups|reset_token	POST	/api/v1/groups/:id/reset_token	api/v1/groups	reset_token	production	first_party_production	migrate
POST|/api/v1/groups/:id/upload_photo/:kind|api/v1/groups|upload_photo	POST	/api/v1/groups/:id/upload_photo/:kind	api/v1/groups	upload_photo	production	first_party_production	migrate
POST|/api/v1/groups|api/v1/groups|create	POST	/api/v1/groups	api/v1/groups	create	production	first_party_production	migrate
POST|/api/v1/link_previews|api/v1/link_previews|create	POST	/api/v1/link_previews	api/v1/link_previews	create	production	first_party_production	migrate
POST|/api/v1/login_tokens|api/v1/login_tokens|create	POST	/api/v1/login_tokens	api/v1/login_tokens	create	production	first_party_production	migrate
POST|/api/v1/membership_requests/:id/approve|api/v1/membership_requests|approve	POST	/api/v1/membership_requests/:id/approve	api/v1/membership_requests	approve	production	first_party_production	migrate
POST|/api/v1/membership_requests/:id/ignore|api/v1/membership_requests|ignore	POST	/api/v1/membership_requests/:id/ignore	api/v1/membership_requests	ignore	production	first_party_production	migrate
POST|/api/v1/membership_requests|api/v1/membership_requests|create	POST	/api/v1/membership_requests	api/v1/membership_requests	create	production	first_party_production	migrate
POST|/api/v1/memberships/:id/make_admin|api/v1/memberships|make_admin	POST	/api/v1/memberships/:id/make_admin	api/v1/memberships	make_admin	production	first_party_production	migrate
POST|/api/v1/memberships/:id/make_delegate|api/v1/memberships|make_delegate	POST	/api/v1/memberships/:id/make_delegate	api/v1/memberships	make_delegate	production	first_party_production	migrate
POST|/api/v1/memberships/:id/remove_admin|api/v1/memberships|remove_admin	POST	/api/v1/memberships/:id/remove_admin	api/v1/memberships	remove_admin	production	first_party_production	migrate
POST|/api/v1/memberships/:id/remove_delegate|api/v1/memberships|remove_delegate	POST	/api/v1/memberships/:id/remove_delegate	api/v1/memberships	remove_delegate	production	first_party_production	migrate
POST|/api/v1/memberships/:id/resend|api/v1/memberships|resend	POST	/api/v1/memberships/:id/resend	api/v1/memberships	resend	production	first_party_production	migrate
POST|/api/v1/memberships/:id/save_experience|api/v1/memberships|save_experience	POST	/api/v1/memberships/:id/save_experience	api/v1/memberships	save_experience	production	first_party_production	migrate
POST|/api/v1/memberships/join_group|api/v1/memberships|join_group	POST	/api/v1/memberships/join_group	api/v1/memberships	join_group	production	first_party_production	migrate
POST|/api/v1/memberships/user_name|api/v1/memberships|user_name	POST	/api/v1/memberships/user_name	api/v1/memberships	user_name	production	first_party_production	migrate
POST|/api/v1/memberships|api/v1/memberships|create	POST	/api/v1/memberships	api/v1/memberships	create	production	first_party_production	migrate
POST|/api/v1/notifications/viewed|api/v1/notifications|viewed	POST	/api/v1/notifications/viewed	api/v1/notifications	viewed	production	first_party_production	migrate
POST|/api/v1/outcomes|api/v1/outcomes|create	POST	/api/v1/outcomes	api/v1/outcomes	create	production	first_party_production	migrate
POST|/api/v1/poll_templates/discard|api/v1/poll_templates|discard	POST	/api/v1/poll_templates/discard	api/v1/poll_templates	discard	production	first_party_production	migrate
POST|/api/v1/poll_templates/hide|api/v1/poll_templates|hide	POST	/api/v1/poll_templates/hide	api/v1/poll_templates	hide	production	first_party_production	migrate
POST|/api/v1/poll_templates/positions|api/v1/poll_templates|positions	POST	/api/v1/poll_templates/positions	api/v1/poll_templates	positions	production	first_party_production	migrate
POST|/api/v1/poll_templates/settings|api/v1/poll_templates|settings	POST	/api/v1/poll_templates/settings	api/v1/poll_templates	settings	production	first_party_production	migrate
POST|/api/v1/poll_templates/undiscard|api/v1/poll_templates|undiscard	POST	/api/v1/poll_templates/undiscard	api/v1/poll_templates	undiscard	production	first_party_production	migrate
POST|/api/v1/poll_templates/unhide|api/v1/poll_templates|unhide	POST	/api/v1/poll_templates/unhide	api/v1/poll_templates	unhide	production	first_party_production	migrate
POST|/api/v1/poll_templates|api/v1/poll_templates|create	POST	/api/v1/poll_templates	api/v1/poll_templates	create	production	first_party_production	migrate
POST|/api/v1/polls/:id/close|api/v1/polls|close	POST	/api/v1/polls/:id/close	api/v1/polls	close	production	first_party_production	migrate
POST|/api/v1/polls/:id/remind|api/v1/polls|remind	POST	/api/v1/polls/:id/remind	api/v1/polls	remind	production	first_party_production	migrate
POST|/api/v1/polls/:id/reopen|api/v1/polls|reopen	POST	/api/v1/polls/:id/reopen	api/v1/polls	reopen	production	first_party_production	migrate
POST|/api/v1/polls|api/v1/polls|create	POST	/api/v1/polls	api/v1/polls	create	production	first_party_production	migrate
POST|/api/v1/profile/:id/remind|api/v1/profile|remind	POST	/api/v1/profile/:id/remind	api/v1/profile	remind	production	first_party_production	migrate
POST|/api/v1/profile/deactivate|api/v1/profile|deactivate	POST	/api/v1/profile/deactivate	api/v1/profile	deactivate	production	first_party_production	migrate
POST|/api/v1/profile/reset_email_api_key|api/v1/profile|reset_email_api_key	POST	/api/v1/profile/reset_email_api_key	api/v1/profile	reset_email_api_key	production	first_party_production	migrate
POST|/api/v1/profile/save_experience|api/v1/profile|save_experience	POST	/api/v1/profile/save_experience	api/v1/profile	save_experience	production	first_party_production	migrate
POST|/api/v1/profile/send_merge_verification_email|api/v1/profile|send_merge_verification_email	POST	/api/v1/profile/send_merge_verification_email	api/v1/profile	send_merge_verification_email	production	first_party_production	migrate
POST|/api/v1/profile/set_volume|api/v1/profile|set_volume	POST	/api/v1/profile/set_volume	api/v1/profile	set_volume	production	first_party_production	migrate
POST|/api/v1/profile/update_profile|api/v1/profile|update_profile	POST	/api/v1/profile/update_profile	api/v1/profile	update_profile	production	first_party_production	migrate
POST|/api/v1/profile/upload_avatar|api/v1/profile|upload_avatar	POST	/api/v1/profile/upload_avatar	api/v1/profile	upload_avatar	production	first_party_production	migrate
POST|/api/v1/reactions|api/v1/reactions|create	POST	/api/v1/reactions	api/v1/reactions	create	production	first_party_production	migrate
POST|/api/v1/received_emails/:id/allow|api/v1/received_emails|allow	POST	/api/v1/received_emails/:id/allow	api/v1/received_emails	allow	production	first_party_production	migrate
POST|/api/v1/received_emails/:id/block|api/v1/received_emails|block	POST	/api/v1/received_emails/:id/block	api/v1/received_emails	block	production	first_party_production	migrate
POST|/api/v1/registrations/oauth|api/v1/registrations|oauth	POST	/api/v1/registrations/oauth	api/v1/registrations	oauth	production	first_party_production	migrate
POST|/api/v1/registrations|api/v1/registrations|create	POST	/api/v1/registrations	api/v1/registrations	create	production	first_party_production	migrate
